entity_id,business_name,business_address,country,business_name_clean,business_address_clean,country_clean,name_core,address_clean,address_numbers,name_tokens,address_tokens,name_length,address_length,name_word_count,address_word_count,name_first_char,name_missing,address_missing,country_missing
S1-830300644,"Miller, Santiago & Granquist LLC","1423 Edith Avenue, Louisville, OH",US,miller santiago and granquist llc,1423 edith avenue louisville oh,us,miller santiago and granquist,1423 edith avenue louisville oh,1423,and granquist llc miller santiago,1423 avenue edith louisville oh,33,31,5,5,m,0,0,0
S1-572666706,Schofield's Occupational Therapy,"2225 Oran Delphi Road, Pompey, NY",US,schofield s occupational therapy,2225 oran delphi road pompey ny,us,schofield s occupational therapy,2225 oran delphi road pompey ny,2225,occupational s schofield therapy,2225 delphi ny oran pompey road,32,31,4,6,s,0,0,0
S1-669413769,First Investment Private Limited,"57B, Purna Das Road, Kolkata, Howrah, West Bengal",India,first investment private limited,57b purna das road kolkata howrah west bengal,india,first investment,57b purna das road kolkata howrah west bengal,57,first investment limited private,57b bengal das howrah kolkata purna road west,32,45,4,8,f,0,0,0
S1-785336105,Gambhir Trust,"8/496, Trichy Road, Coimbatore, Tamil Nadu",India,gambhir trust,8 496 trichy road coimbatore tamil nadu,india,gambhir trust,8 496 trichy road coimbatore tamil nadu,8 496,gambhir trust,496 8 coimbatore nadu road tamil trichy,13,39,2,7,g,0,0,0
S1-974185394,Temple Synagogue,"10932 Bells Ridge Drive, Potomac, MD",US,temple synagogue,10932 bells ridge drive potomac md,us,temple synagogue,10932 bells ridge drive potomac md,10932,synagogue temple,10932 bells drive md potomac ridge,16,34,2,6,t,0,0,0
S1-169108778,Smart Industries Private Limited,"Delhi, South Delhi, New Delhi, Omaxe, Square, Plot No.14, Jasola District Center, Unit No. Ff-48A",India,smart industries private limited,delhi south delhi new delhi omaxe square plot no 14 jasola district center unit no ff 48a,india,smart industries,delhi south delhi new delhi omaxe square plot no 14 jasola district center unit no ff 48a,14 48,industries limited private smart,14 48a center delhi delhi delhi district ff jasola new no no omaxe plot south square unit,32,89,4,17,s,0,0,0
S1-796167853,"Goodman, Danielson & Payton LLC","114 Lamme Street, Bozeman, MT",US,goodman danielson and payton llc,114 lamme street bozeman mt,us,goodman danielson and payton,114 lamme street bozeman mt,114,and danielson goodman llc payton,114 bozeman lamme mt street,32,27,5,5,g,0,0,0
S1-945793047,Shrikrishna Footwear (India) Private Limited,"Shed No C/42/1 Gidc Estate, Nr. Fire Station Opp. Ambicanagar, Odhav, Ahmedabad, Gujarat",India,shrikrishna footwear india private limited,shed no c 42 1 gidc estate nr fire station opp ambicanagar odhav ahmedabad gujarat,india,shrikrishna footwear india,shed no c 42 1 gidc estate nr fire station opp ambicanagar odhav ahmedabad gujarat,42 1,footwear india limited private shrikrishna,1 42 ahmedabad ambicanagar c estate fire gidc gujarat no nr odhav opp shed station,42,82,5,15,s,0,0,0
S1-547971316,General Design International Inc,"800 Brommer Street, Unit 27, Santa Cruz, CA",US,general design international inc,800 brommer street unit 27 santa cruz ca,us,general design international,800 brommer street unit 27 santa cruz ca,800 27,design general inc international,27 800 brommer ca cruz santa street unit,32,40,4,8,g,0,0,0
S1-235705784,Urban Pub! Center,"15 Brilliante Circle, Hot Springs Village, AR",US,urban pub center,15 brilliante circle hot springs village ar,us,urban pub center,15 brilliante circle hot springs village ar,15,center pub urban,15 ar brilliante circle hot springs village,16,43,3,7,u,0,0,0
S1-438047370,Saidee Arora Bright Currencyshares Inc,"3417 Oxford Street, Midlothian, TX",US,saidee arora bright currencyshares inc,3417 oxford street midlothian tx,us,saidee arora bright currencyshares,3417 oxford street midlothian tx,3417,arora bright currencyshares inc saidee,3417 midlothian oxford street tx,38,32,5,5,s,0,0,0
S1-164017572,Black and Council Idaho Inc,"11855 Gross Drive, Parma, OH",US,black and council idaho inc,11855 gross drive parma oh,us,black and council idaho,11855 gross drive parma oh,11855,and black council idaho inc,11855 drive gross oh parma,27,26,5,5,b,0,0,0
S1-171471216,Aarvendra Amusement Pvt Ltd,"No.288, Motappanapalya, Hal 2Nd Stage, Indiranagar, Bangalore, Karnataka",India,aarvendra amusement pvt ltd,no 288 motappanapalya hal 2nd stage indiranagar bangalore karnataka,india,aarvendra amusement,no 288 motappanapalya hal 2nd stage indiranagar bangalore karnataka,288 2,aarvendra amusement ltd pvt,288 2nd bangalore hal indiranagar karnataka motappanapalya no stage,27,67,4,9,a,0,0,0
S1-777898303,Fifi Basinger World,"2290 Spring Street, Lima, OH",US,fifi basinger world,2290 spring street lima oh,us,fifi basinger world,2290 spring street lima oh,2290,basinger fifi world,2290 lima oh spring street,19,26,3,5,f,0,0,0
S1-898279595,Star Enterprises Pvt Ltd,"North Delhi, Delhi, 26, Prem Niwas Malkaganj Road, Delhi",India,star enterprises pvt ltd,north delhi delhi 26 prem niwas malkaganj road delhi,india,star enterprises,north delhi delhi 26 prem niwas malkaganj road delhi,26,enterprises ltd pvt star,26 delhi delhi delhi malkaganj niwas north prem road,24,52,4,9,s,0,0,0
S1-896330803,Wildlife Foundation IV LLC,"1901 48th Avenue, Anchorage, AK",US,wildlife foundation iv llc,1901 48th avenue anchorage ak,us,wildlife foundation iv,1901 48th avenue anchorage ak,1901 48,foundation iv llc wildlife,1901 48th ak anchorage avenue,26,29,4,5,w,0,0,0
S1-202517222,Mcbride Preparatory Academy,"2200 Kraft Drive, Unit STE 1325, Blacksburg Town, VA",US,mcbride preparatory academy,2200 kraft drive unit ste 1325 blacksburg town va,us,mcbride preparatory academy,2200 kraft drive unit suite 1325 blacksburg town va,2200 1325,academy mcbride preparatory,1325 2200 blacksburg drive kraft suite town unit va,27,51,3,9,m,0,0,0
S1-385823757,Suniti Services Private Limited,"32 Ezrz Street 6Th Floor, Kolkata, Howrah, West Bengal",India,suniti services private limited,32 ezrz street 6th floor kolkata howrah west bengal,india,suniti services,32 ezrz street 6th floor kolkata howrah west bengal,32 6,limited private services suniti,32 6th bengal ezrz floor howrah kolkata street west,31,51,4,9,s,0,0,0
S1-677358632,Dutta Experience Private Limited,"Shreenath, 96, Shiv Aradhna Society, Satyasai Hospital Road, Rajkot, Gujarat",India,dutta experience private limited,shreenath 96 shiv aradhna society satyasai hospital road rajkot gujarat,india,dutta experience,shreenath 96 shiv aradhna society satyasai hospital road rajkot gujarat,96,dutta experience limited private,96 aradhna gujarat hospital rajkot road satyasai shiv shreenath society,32,71,4,10,d,0,0,0
S1-886002896,Saenz Empire Martin Corp,"6522 Portlick Drive, Katy, TX",US,saenz empire martin corp,6522 portlick drive katy tx,us,saenz empire martin,6522 portlick drive katy tx,6522,corp empire martin saenz,6522 drive katy portlick tx,24,27,4,5,s,0,0,0
S1-226731020,Mi Brothers Private Limited,"21B/1, Baishnabghata Lane, Ground Floor P.O. Garia, Kolkata, Kolkata, Howrah, West Bengal",India,mi brothers private limited,21b 1 baishnabghata lane ground floor p o garia kolkata kolkata howrah west bengal,india,mi brothers,21b 1 baishnabghata lane ground floor p o garia kolkata kolkata howrah west bengal,21 1,brothers limited mi private,1 21b baishnabghata bengal floor garia ground howrah kolkata kolkata lane o p west,27,82,4,14,m,0,0,0
S1-196390702,XBW Synthetics,"Hotel Sai Sanjeevani, Opp. Saibaba Hospital, Behind Bsnl Building, Nagar Manmad Highw, Ay, Shirdi, Ahmednagar, Maharashtra",India,xbw synthetics,hotel sai sanjeevani opp saibaba hospital behind bsnl building nagar manmad highw ay shirdi ahmednagar maharashtra,india,xbw synthetics,hotel sai sanjeevani opp saibaba hospital behind bsnl building nagar manmad highw ay shirdi ahmednagar maharashtra,,synthetics xbw,ahmednagar ay behind bsnl building highw hospital hotel maharashtra manmad nagar opp sai saibaba sanjeevani shirdi,14,114,2,16,x,0,0,0
S1-846870843,Surgical Physicians LLC,"75 Cottonwood Road, Wake Forest, NC",US,surgical physicians llc,75 cottonwood road wake forest nc,us,surgical physicians,75 cottonwood road wake forest nc,75,llc physicians surgical,75 cottonwood forest nc road wake,23,33,3,6,s,0,0,0
S1-652302768,Leone Security Services,"2815 Candlers Mountain Road, VA, Lynchburg City",US,leone security services,2815 candlers mountain road va lynchburg city,us,leone security services,2815 candlers mountain road va lynchburg city,2815,leone security services,2815 candlers city lynchburg mountain road va,23,45,3,7,l,0,0,0
S1-189218186,Sujay Electrodes Private Limited,"#221/2, Dhuri, Sangrur, Ward No. 10-A, Near Caplash Nursing Home, Punjab",India,sujay electrodes private limited,221 2 dhuri sangrur ward no 10 a near caplash nursing home punjab,india,sujay electrodes,221 2 dhuri sangrur ward no 10 a near caplash nursing home punjab,221 2 10,electrodes limited private sujay,10 2 221 a caplash dhuri home near no nursing punjab sangrur ward,32,65,4,13,s,0,0,0
S1-925911205,MYF Print,"186, Ground Floor, Ganga Lane, Sector -5, Ghaziabad, Uttar Pradesh",India,myf print,186 ground floor ganga lane sector 5 ghaziabad uttar pradesh,india,myf print,186 ground floor ganga lane sector 5 ghaziabad uttar pradesh,186 5,myf print,186 5 floor ganga ghaziabad ground lane pradesh sector uttar,9,60,2,10,m,0,0,0
S1-62329201,Urology Center Inc.,"695 Empire Boulevard, Irondequoit, NY",US,urology center inc,695 empire boulevard irondequoit ny,us,urology center,695 empire boulevard irondequoit ny,695,center inc urology,695 boulevard empire irondequoit ny,18,35,3,5,u,0,0,0
S1-34717806,Lopez and Farmer Corporation,"16 Gebung Road, Alfred, ME",US,lopez and farmer corporation,16 gebung road alfred me,us,lopez and farmer,16 gebung road alfred me,16,and corporation farmer lopez,16 alfred gebung me road,28,24,4,5,l,0,0,0
S1-218518704,Ajay Welfare Society,"Lg-27, F Block, Ground Floor Sushant Shopping Arcade, Sushant Lok-1, Gurgaon, Haryana",India,ajay welfare society,lg 27 f block ground floor sushant shopping arcade sushant lok 1 gurgaon haryana,india,ajay welfare society,lg 27 f block ground floor sushant shopping arcade sushant lok 1 gurgaon haryana,27 1,ajay society welfare,1 27 arcade block f floor ground gurgaon haryana lg lok shopping sushant sushant,20,80,3,14,a,0,0,0
S1-548281154,Hoffman & Hardison Braemar Inc,"8272 Brick Granary Road, DE, Lincoln",US,hoffman and hardison braemar inc,8272 brick granary road de lincoln,us,hoffman and hardison braemar,8272 brick granary road de lincoln,8272,and braemar hardison hoffman inc,8272 brick de granary lincoln road,32,34,5,6,h,0,0,0
S1-376114110,Elite Systems Private Limited,"Delhi, 306 & 307 Sewek Bhawan16/2 W E A, New Delhi, Arya Samaj Road Karolbagh",India,elite systems private limited,delhi 306 and 307 sewek bhawan16 2 w e a new delhi arya samaj road karolbagh,india,elite systems,delhi 306 and 307 sewek bhawan16 2 w e a new delhi arya samaj road karolbagh,306 307 16 2,elite limited private systems,2 306 307 a and arya bhawan16 delhi delhi e karolbagh new road samaj sewek w,29,76,4,16,e,0,0,0
S1-521143416,"Dreddy Lowe, CPA Clinic","930 Trout Street, Staunton City, VA",US,dreddy lowe cpa clinic,930 trout street staunton city va,us,dreddy lowe cpa clinic,930 trout street staunton city va,930,clinic cpa dreddy lowe,930 city staunton street trout va,22,33,4,6,d,0,0,0
S1-410304151,Interstate Health Alliance Inc,"1138 Main Street, Bldg ACUSHNET FIRE DEPARTMENT FIRE STATION #2, Acushnet, MA",US,interstate health alliance inc,1138 main street bldg acushnet fire department fire station 2 acushnet ma,us,interstate health alliance,1138 main street bldg acushnet fire department fire station 2 acushnet ma,1138 2,alliance health inc interstate,1138 2 acushnet acushnet bldg department fire fire ma main station street,30,73,4,12,i,0,0,0
S1-100516852,Ham and Schmidt LLC,"23 Haywood Lane, North Greenbush, NY",US,ham and schmidt llc,23 haywood lane north greenbush ny,us,ham and schmidt,23 haywood lane north greenbush ny,23,and ham llc schmidt,23 greenbush haywood lane north ny,19,34,4,6,h,0,0,0
S1-45964697,Tani Ealy Bright Prudential LLC,"21 Pleasant Park, Millis, MA",US,tani ealy bright prudential llc,21 pleasant park millis ma,us,tani ealy bright prudential,21 pleasant park millis ma,21,bright ealy llc prudential tani,21 ma millis park pleasant,31,26,5,5,t,0,0,0
S1-371671884,Floor & Partners,"Barakhamba Road, New Delhi, Delhi, 305, Nilgiri Apartments, 9",India,floor and partners,barakhamba road new delhi delhi 305 nilgiri apartments 9,india,floor and partners,barakhamba road new delhi delhi 305 nilgiri apartments 9,305 9,and floor partners,305 9 apartments barakhamba delhi delhi new nilgiri road,18,56,3,9,f,0,0,0
S1-65296733,Fresh Book Store,"Lancaster, NY, 323 Central Avenue, Unit Suite 2",US,fresh book store,lancaster ny 323 central avenue unit suite 2,us,fresh book store,lancaster ny 323 central avenue unit suite 2,323 2,book fresh store,2 323 avenue central lancaster ny suite unit,16,44,3,8,f,0,0,0
S1-388325812,Slate Inc,"1930 Fawn Drive, Cheltenham Township, PA",US,slate inc,1930 fawn drive cheltenham township pa,us,slate,1930 fawn drive cheltenham township pa,1930,inc slate,1930 cheltenham drive fawn pa township,9,38,2,6,s,0,0,0
S1-184229550,High Hari Constructions Pvt Ltd,"Office No. 325, Sector 17, Vardhaman Market, Thane, Maharashtra",India,high hari constructions pvt ltd,office no 325 sector 17 vardhaman market thane maharashtra,india,high hari constructions,office no 325 sector 17 vardhaman market thane maharashtra,325 17,constructions hari high ltd pvt,17 325 maharashtra market no office sector thane vardhaman,31,58,5,9,h,0,0,0
S1-203667972,Taylor White Inc.,"7519 55, Seven Springs, NC",US,taylor white inc,7519 55 seven springs nc,us,taylor white,7519 55 seven springs nc,7519 55,inc taylor white,55 7519 nc seven springs,16,24,3,5,t,0,0,0
S1-125472274,Eagle India of Nagpur,"Flat No 35, Yashoda Nagar Stage-Ii, H.Road, Nagpur, Maharashtra",India,eagle india of nagpur,flat no 35 yashoda nagar stage ii h road nagpur maharashtra,india,eagle india of nagpur,flat no 35 yashoda nagar stage ii h road nagpur maharashtra,35,eagle india nagpur of,35 flat h ii maharashtra nagar nagpur no road stage yashoda,21,59,4,11,e,0,0,0
S1-834386502,Indo Builders Private Limited,"768 Setellite Junction Kailod Hala, Indore, Madhya Pradesh",India,indo builders private limited,768 setellite junction kailod hala indore madhya pradesh,india,indo builders,768 setellite junction kailod hala indore madhya pradesh,768,builders indo limited private,768 hala indore junction kailod madhya pradesh setellite,29,56,4,8,i,0,0,0
S1-942654297,Medicon Hospital,"Hyderabad, First Floor, Opp. Kiran International School, Keshav Nagar, Boduppal, 9-35/3/4, Telangana, Rangareddy",India,medicon hospital,hyderabad first floor opp kiran international school keshav nagar boduppal 9 35 3 4 telangana rangareddy,india,medicon hospital,hyderabad first floor opp kiran international school keshav nagar boduppal 9 35 3 4 telangana rangareddy,9 35 3 4,hospital medicon,3 35 4 9 boduppal first floor hyderabad international keshav kiran nagar opp rangareddy school telangana,16,104,2,16,m,0,0,0
S1-495565221,Patron Fund Private Limited,"87, Arcot Road, Sathuvachari, Vellore-632 009, Vellore-632 009, Vellore, Tamil Nadu",India,patron fund private limited,87 arcot road sathuvachari vellore 632 009 vellore 632 009 vellore tamil nadu,india,patron fund,87 arcot road sathuvachari vellore 632 009 vellore 632 009 vellore tamil nadu,87 632 009 632 009,fund limited patron private,009 009 632 632 87 arcot nadu road sathuvachari tamil vellore vellore vellore,27,77,4,13,p,0,0,0
S1-409097297,"Sallyann Alvarez, DPM","711 Penn Drive, Friendswood, TX",US,sallyann alvarez dpm,711 penn drive friendswood tx,us,sallyann alvarez dpm,711 penn drive friendswood tx,711,alvarez dpm sallyann,711 drive friendswood penn tx,20,29,3,5,s,0,0,0
S1-172667135,York Ingredients,"537 Par Drive, Unit Apt 3, Marion, AR",US,york ingredients,537 par drive unit apt 3 marion ar,us,york ingredients,537 par drive unit apartment 3 marion ar,537 3,ingredients york,3 537 apartment ar drive marion par unit,16,40,2,8,y,0,0,0
S1-393746933,Mathis Colonial Fitness LLC,"310 Merchant Street, Byron, IL",US,mathis colonial fitness llc,310 merchant street byron il,us,mathis colonial fitness,310 merchant street byron il,310,colonial fitness llc mathis,310 byron il merchant street,27,28,4,5,m,0,0,0
S1-650051667,Jaipur Health Pvt Ltd,"C-1304, Anukampa Platina, Jaipur, Rajasthan",India,jaipur health pvt ltd,c 1304 anukampa platina jaipur rajasthan,india,jaipur health,c 1304 anukampa platina jaipur rajasthan,1304,health jaipur ltd pvt,1304 anukampa c jaipur platina rajasthan,21,40,4,6,j,0,0,0
S1-399029451,Global Builders Private Limited,"4805/24 Fourth Floor Pvt-2, 24.Bharat Ram Road Darya Ganj, Delhi, Central Delhi, Delhi",India,global builders private limited,4805 24 fourth floor pvt 2 24 bharat ram road darya ganj delhi central delhi delhi,india,global builders,4805 24 fourth floor pvt 2 24 bharat ram road darya ganj delhi central delhi delhi,4805 24 2 24,builders global limited private,2 24 24 4805 bharat central darya delhi delhi delhi floor fourth ganj pvt ram road,31,82,4,16,g,0,0,0
S1-206177417,Banyan Learning Pvt Ltd,"Wz-142, South Delhi, First Floor, Naraina Ring Road, Naraina Village, Delhi, New Delhi",India,banyan learning pvt ltd,wz 142 south delhi first floor naraina ring road naraina village delhi new delhi,india,banyan learning,wz 142 south delhi first floor naraina ring road naraina village delhi new delhi,142,banyan learning ltd pvt,142 delhi delhi delhi first floor naraina naraina new ring road south village wz,23,80,4,14,b,0,0,0
S1-282089477,Maestas Churchill Inc,"113 Palmer Street, Arma, KS",US,maestas churchill inc,113 palmer street arma ks,us,maestas churchill,113 palmer street arma ks,113,churchill inc maestas,113 arma ks palmer street,21,25,3,5,m,0,0,0
S1-111273522,Main Street Diner Inc,"605 Main Street, Elmore City, OK",US,main street diner inc,605 main street elmore city ok,us,main street diner,605 main street elmore city ok,605,diner inc main street,605 city elmore main ok street,21,30,4,6,m,0,0,0
S1-76214334,One Super Energy Private Limited,"95 Shri Siddhivinayak Res, Khedapati Mandir Ab Road, Indore, Madhya Pradesh",India,one super energy private limited,95 shri siddhivinayak res khedapati mandir ab road indore madhya pradesh,india,one super energy,95 shri siddhivinayak res khedapati mandir ab road indore madhya pradesh,95,energy limited one private super,95 ab indore khedapati madhya mandir pradesh res road shri siddhivinayak,32,72,5,11,o,0,0,0
S1-611979795,Basf (India) Marketing Private Limited,"2Nd Floor, Site 6, No.42/2, Munnekolala Varthur Hobli, Bangalore, Karnataka",India,basf india marketing private limited,2nd floor site 6 no 42 2 munnekolala varthur hobli bangalore karnataka,india,basf india marketing,2nd floor site 6 no 42 2 munnekolala varthur hobli bangalore karnataka,2 6 42 2,basf india limited marketing private,2 2nd 42 6 bangalore floor hobli karnataka munnekolala no site varthur,36,70,5,12,b,0,0,0
S1-829348020,All Management Limited,"52-12-1 Rajendra Nagar, Rajahmundry, Guntur, Andhra Pradesh",India,all management limited,52 12 1 rajendra nagar rajahmundry guntur andhra pradesh,india,all management,52 12 1 rajendra nagar rajahmundry guntur andhra pradesh,52 12 1,all limited management,1 12 52 andhra guntur nagar pradesh rajahmundry rajendra,22,56,3,9,a,0,0,0
S1-538674211,Southern Graphics LLC,"50 Chinkapin Lane, Robbinsville, NC",US,southern graphics llc,50 chinkapin lane robbinsville nc,us,southern graphics,50 chinkapin lane robbinsville nc,50,graphics llc southern,50 chinkapin lane nc robbinsville,21,33,3,5,s,0,0,0
S1-261360486,Dynasty & Co,"A-108 Vasundhara, Apartment Dwarka Sector 6, New Delhi, South West Delhi, Delhi",India,dynasty and co,a 108 vasundhara apartment dwarka sector 6 new delhi south west delhi delhi,india,dynasty and,a 108 vasundhara apartment dwarka sector 6 new delhi south west delhi delhi,108 6,and co dynasty,108 6 a apartment delhi delhi delhi dwarka new sector south vasundhara west,14,75,3,13,d,0,0,0
S1-962416500,JY Electronics Limited,"Shop No 12 Sabar Complex Opp Essar Petrol Pump Ambaji Highway Road, Khedbrahma, Sabar Kantha, Gujarat",India,jy electronics limited,shop no 12 sabar complex opp essar petrol pump ambaji highway road khedbrahma sabar kantha gujarat,india,jy electronics,shop no 12 sabar complex opp essar petrol pump ambaji highway road khedbrahma sabar kantha gujarat,12,electronics jy limited,12 ambaji complex essar gujarat highway kantha khedbrahma no opp petrol pump road sabar sabar shop,22,98,3,16,j,0,0,0
S1-378245327,Dental Center,"12814 175th Avenue, Monroe, WA",US,dental center,12814 175th avenue monroe wa,us,dental center,12814 175th avenue monroe wa,12814 175,center dental,12814 175th avenue monroe wa,13,28,2,5,d,0,0,0
S1-414883860,Oneal Rain LLC,"9477 Greenback Lane, Unit STE 407, Folsom, CA",US,oneal rain llc,9477 greenback lane unit ste 407 folsom ca,us,oneal rain,9477 greenback lane unit suite 407 folsom ca,9477 407,llc oneal rain,407 9477 ca folsom greenback lane suite unit,14,44,3,8,o,0,0,0
S1-20679780,Red Power LLP,"No.47, 86Th Street, Kanniappa Nagar Ashok Nagar, Chennai, Tamil Nadu",India,red power llp,no 47 86th street kanniappa nagar ashok nagar chennai tamil nadu,india,red power,no 47 86th street kanniappa nagar ashok nagar chennai tamil nadu,47 86,llp power red,47 86th ashok chennai kanniappa nadu nagar nagar no street tamil,13,64,3,11,r,0,0,0
S1-191708568,Wood and Mercado LLC,"95 Cherry Hill Road, Hamden, CT",US,wood and mercado llc,95 cherry hill road hamden ct,us,wood and mercado,95 cherry hill road hamden ct,95,and llc mercado wood,95 cherry ct hamden hill road,20,29,4,6,w,0,0,0
S1-549398205,Raje Organics Private Limited,"No.1/289, Saddiq Nagar, Near Avinashi Lingeswarar Kovil, Udumalaipettai, Coimbatore, Tamil Nadu",India,raje organics private limited,no 1 289 saddiq nagar near avinashi lingeswarar kovil udumalaipettai coimbatore tamil nadu,india,raje organics,no 1 289 saddiq nagar near avinashi lingeswarar kovil udumalaipettai coimbatore tamil nadu,1 289,limited organics private raje,1 289 avinashi coimbatore kovil lingeswarar nadu nagar near no saddiq tamil udumalaipettai,29,90,4,13,r,0,0,0
S1-988009600,Raj Software Private Limited,"W/O Kumar Bharat, House No. 12, Kishore Bhawan, Justice Mandal Path, Patna, Bihar",India,raj software private limited,w o kumar bharat house no 12 kishore bhawan justice mandal path patna bihar,india,raj software,w o kumar bharat house no 12 kishore bhawan justice mandal path patna bihar,12,limited private raj software,12 bharat bhawan bihar house justice kishore kumar mandal no o path patna w,28,75,4,14,r,0,0,0
S1-971634037,Priya (India) Foundation Pvt Ltd,"1A Chemox House Ist Floor7 Barrack Road, Mumbai, Maharashtra",India,priya india foundation pvt ltd,1a chemox house ist floor7 barrack road mumbai maharashtra,india,priya india foundation,1a chemox house ist floor7 barrack road mumbai maharashtra,1 7,foundation india ltd priya pvt,1a barrack chemox floor7 house ist maharashtra mumbai road,30,58,5,9,p,0,0,0
S1-352556834,Diversified Engineering Enterprises LLC,"1002 Ancrum Hill Lane, Sugar Land, TX",US,diversified engineering enterprises llc,1002 ancrum hill lane sugar land tx,us,diversified engineering enterprises,1002 ancrum hill lane sugar land tx,1002,diversified engineering enterprises llc,1002 ancrum hill land lane sugar tx,39,35,4,7,d,0,0,0
S1-954645867,Cray Clean Jaws,"114 Arbogast Lane, Morgantown, WV",US,cray clean jaws,114 arbogast lane morgantown wv,us,cray clean jaws,114 arbogast lane morgantown wv,114,clean cray jaws,114 arbogast lane morgantown wv,15,31,3,5,c,0,0,0
S1-134701923,Gutierrez Jpmorgan Inc,"303 105th Street, Lincoln, NE",US,gutierrez jpmorgan inc,303 105th street lincoln ne,us,gutierrez jpmorgan,303 105th street lincoln ne,303 105,gutierrez inc jpmorgan,105th 303 lincoln ne street,22,27,3,5,g,0,0,0
S1-53816260,Metro Advanced Excavation PC,"65 Morgan Lane, Tolland, CT",US,metro advanced excavation pc,65 morgan lane tolland ct,us,metro advanced excavation,65 morgan lane tolland ct,65,advanced excavation metro pc,65 ct lane morgan tolland,28,25,4,5,m,0,0,0
S1-12662811,HZV Goods Private Limited,"Rajasthan, Na, Vaishnav Vihar Nangal, Jaipur, Plot No- 153",India,hzv goods private limited,rajasthan na vaishnav vihar nangal jaipur plot no 153,india,hzv goods,rajasthan na vaishnav vihar nangal jaipur plot no 153,153,goods hzv limited private,153 jaipur na nangal no plot rajasthan vaishnav vihar,25,53,4,9,h,0,0,0
S1-476431309,Amul Sports Corporation,"Building No.12/129 -0, Nisam Manzil Valanjavazhy, Tdmc P.O, Ambalappuzha, Alappuzha, Kerala",India,amul sports corporation,building no 12 129 0 nisam manzil valanjavazhy tdmc p o ambalappuzha alappuzha kerala,india,amul sports,building no 12 129 0 nisam manzil valanjavazhy tdmc p o ambalappuzha alappuzha kerala,12 129 0,amul corporation sports,0 12 129 alappuzha ambalappuzha building kerala manzil nisam no o p tdmc valanjavazhy,23,85,3,14,a,0,0,0
S1-530376768,Kvr Group of Companies,"Bangalore, No.997, Bangalore North, Karnataka, 5 A Cross, 1 Block, Ring Road Service Lane",India,kvr group of companies,bangalore no 997 bangalore north karnataka 5 a cross 1 block ring road service lane,india,kvr group of companies,bangalore no 997 bangalore north karnataka 5 a cross 1 block ring road service lane,997 5 1,companies group kvr of,1 5 997 a bangalore bangalore block cross karnataka lane no north ring road service,22,83,4,15,k,0,0,0
S1-81469251,Jimenez & Brown,"14450 Martinsville Highway, Pittsylvania County, VA",US,jimenez and brown,14450 martinsville highway pittsylvania county va,us,jimenez and brown,14450 martinsville highway pittsylvania county va,14450,and brown jimenez,14450 county highway martinsville pittsylvania va,17,49,3,6,j,0,0,0
S1-148298186,Mangalvarsha Care Pvt Ltd,"Fl - 6, T 5, Durwankur Cts 587 213, Paranjape Road, Apte Road, Pune, Maharashtra",India,mangalvarsha care pvt ltd,fl 6 t 5 durwankur cts 587 213 paranjape road apte road pune maharashtra,india,mangalvarsha care,fl 6 t 5 durwankur cts 587 213 paranjape road apte road pune maharashtra,6 5 587 213,care ltd mangalvarsha pvt,213 5 587 6 apte cts durwankur fl maharashtra paranjape pune road road t,25,72,4,14,m,0,0,0
S1-689430394,Omisha Seva Samiti,"No 28/3 1St Cross Road, A N Gupta Layout, Bangalore South, Bangalore, Karnataka",India,omisha seva samiti,no 28 3 1st cross road a n gupta layout bangalore south bangalore karnataka,india,omisha seva samiti,no 28 3 1st cross road a n gupta layout bangalore south bangalore karnataka,28 3 1,omisha samiti seva,1st 28 3 a bangalore bangalore cross gupta karnataka layout n no road south,18,75,3,14,o,0,0,0
S1-488645480,Downtown Bike Shop LLC,"18359 Glenbridge Avenue, Lakeville, MN",US,downtown bike shop llc,18359 glenbridge avenue lakeville mn,us,downtown bike shop,18359 glenbridge avenue lakeville mn,18359,bike downtown llc shop,18359 avenue glenbridge lakeville mn,22,36,4,5,d,0,0,0
S1-581116416,Swank Assets,"3125 Elizaville Road, Lebanon, IN",US,swank assets,3125 elizaville road lebanon in,us,swank assets,3125 elizaville road lebanon in,3125,assets swank,3125 elizaville in lebanon road,12,31,2,5,s,0,0,0
S1-563661207,Rockstar & Sons of Pune City,"A 802 Wisteria, Keshav Nagar Manjri Rd., Pune City, Pune, Maharashtra",India,rockstar and sons of pune city,a 802 wisteria keshav nagar manjri rd pune city pune maharashtra,india,rockstar and sons of pune city,a 802 wisteria keshav nagar manjri road pune city pune maharashtra,802,and city of pune rockstar sons,802 a city keshav maharashtra manjri nagar pune pune road wisteria,30,66,6,11,r,0,0,0
S1-739597376,Corey Vanguard Digital Inc,"2663 Rippling River Court, Bend, OR",US,corey vanguard digital inc,2663 rippling river court bend or,us,corey vanguard digital,2663 rippling river court bend or,2663,corey digital inc vanguard,2663 bend court or rippling river,26,33,4,6,c,0,0,0
S1-858342158,Decatur Womens Health Care,"IN, 8865 27, Decatur",US,decatur womens health care,in 8865 27 decatur,us,decatur womens health care,in 8865 27 decatur,8865 27,care decatur health womens,27 8865 decatur in,26,18,4,4,d,0,0,0
S1-909454649,Cross Holdings,"2920 Kepler Avenue, Saint Michael, MN",US,cross holdings,2920 kepler avenue saint michael mn,us,cross holdings,2920 kepler avenue saint michael mn,2920,cross holdings,2920 avenue kepler michael mn saint,14,35,2,6,c,0,0,0
