entity_id,business_name,business_address,country,business_name_clean,business_address_clean,country_clean,name_core,address_clean,address_numbers,name_tokens,address_tokens,name_length,address_length,name_word_count,address_word_count,name_first_char,name_missing,address_missing,country_missing
S3-239795702,Horizon LLC  Services,"5010- 58th Street, Vancouver, Washington",US,horizon llc services,5010 58th street vancouver washington,us,horizon services,5010 58th street vancouver washington,5010 58,horizon llc services,5010 58th street vancouver washington,20,37,3,5,h,0,0,0
S3-371331290,Peak LLC (Center),"1933 Dner Creek Rd, NULL, San Bernardino, California",US,peak llc center,1933 dner creek rd null san bernardino california,us,peak center,1933 dner creek road null san bernardino california,1933,center llc peak,1933 bernardino california creek dner null road san,15,51,3,8,p,0,0,0
S3-890041400,Sjr  Partners,"Bangalore, Bengaluru, Vaibhav, 8Th Main, 5Th Cross Koramangala, 3Rd Block, No.##19, KA",India,sjr partners,bangalore bengaluru vaibhav 8th main 5th cross koramangala 3rd block no 19 ka,india,sjr partners,bangalore bengaluru vaibhav 8th main 5th cross koramangala 3rd block no 19 ka,8 5 3 19,partners sjr,19 3rd 5th 8th bangalore bengaluru block cross ka koramangala main no vaibhav,12,77,2,13,s,0,0,0
S3-24206493,ಬ್ರೈಟ್ ಕನ್‌ಸ್ಟ್ರಕ್ಷನ್ ಫುಡ್ಸ್ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್,"Ddor No 333, Neralekere Post, Tarikere Taluk, Chikamaglur, Chikmagalur, ಕರ್ನಾಟಕ",India,ಬ್ರೈಟ್ ಕನ್ ಸ್ಟ್ರಕ್ಷನ್ ಫುಡ್ಸ್ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್,ddor no 333 neralekere post tarikere taluk chikamaglur chikmagalur ಕರ್ನಾಟಕ,india,ಬ್ರೈಟ್ ಕನ್ ಸ್ಟ್ರಕ್ಷನ್ ಫುಡ್ಸ್ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್,ddor no 333 neralekere post tarikere taluk chikamaglur chikmagalur ಕರ್ನಾಟಕ,333,ಕನ್ ಪ್ರೈವೇಟ್ ಫುಡ್ಸ್ ಬ್ರೈಟ್ ಲಿಮಿಟೆಡ್ ಸ್ಟ್ರಕ್ಷನ್,333 chikamaglur chikmagalur ddor neralekere no post taluk tarikere ಕರ್ನಾಟಕ,46,74,6,10,ಬ,0,0,0
S3-869462086,HR Retail,"Flat No. G-106, Poona, Pune, महाराष्ट्र",India,hr retail,flat no g 106 poona pune महाराष्ट्र,india,hr retail,flat no g 106 poona pune महाराष्ट्र,106,hr retail,106 flat g no poona pune महाराष्ट्र,9,35,2,7,h,0,0,0
S3-406468125,न्यू मीडिया प्राइवेट लिमिटेड,"Mr.anum Fazaz S/o Iqaluddin E 238 Basement, Gerater Kailash Ii, South Delhi, DL",India,न्यू मीडिया प्राइवेट लिमिटेड,mr anum fazaz s o iqaluddin e 238 basement gerater kailash ii south delhi dl,india,न्यू मीडिया प्राइवेट लिमिटेड,mr anum fazaz s o iqaluddin e 238 basement gerater kailash ii south delhi dl,238,न्यू प्राइवेट मीडिया लिमिटेड,238 anum basement delhi dl e fazaz gerater ii iqaluddin kailash mr o s south,28,76,4,15,न,0,0,0
S3-435438494,Alagu Sángh,"Arun Academy Building, Jaipur, P.no. 6, Opp. J. P. Phatak, Behind Lotus Dairy, Sehkar Marg, Jaipur, RJ",India,alagu sángh,arun academy building jaipur p no 6 opp j p phatak behind lotus dairy sehkar marg jaipur rj,india,alagu sángh,arun academy building jaipur p no 6 opp j p phatak behind lotus dairy sehkar marg jaipur rj,6,alagu sángh,6 academy arun behind building dairy j jaipur jaipur lotus marg no opp p p phatak rj sehkar,11,91,2,18,a,0,0,0
S3-283782555,Audre'S Properties (LP),"2755 Estrella Parkway, Unit 137, Goodyear, Arizona",US,audre s properties lp,2755 estrella parkway unit 137 goodyear arizona,us,audre s properties,2755 estrella parkway unit 137 goodyear arizona,2755 137,audre lp properties s,137 2755 arizona estrella goodyear parkway unit,21,47,4,7,a,0,0,0
S3-214272204,SURGICAL CASCADE PARTNERS,"4833 Willow Bluff Circle, Knoxville, Tennessee",US,surgical cascade partners,4833 willow bluff circle knoxville tennessee,us,surgical cascade partners,4833 willow bluff circle knoxville tennessee,4833,cascade partners surgical,4833 bluff circle knoxville tennessee willow,25,44,3,6,s,0,0,0
S3-837981135,"Delta Tréasury, Ltd","1817 N, Iowa, Hawarden",US,delta tréasury ltd,1817 n iowa hawarden,us,delta tréasury,1817 n iowa hawarden,1817,delta ltd tréasury,1817 hawarden iowa n,18,20,3,4,d,0,0,0
S3-729078169,Movement Sangh,"Shhp No. U-a-3, Bharuch, ગુજરાત",India,movement sangh,shhp no u a 3 bharuch ગુજરાત,india,movement sangh,shhp no u a 3 bharuch ગુજરાત,3,movement sangh,3 a bharuch no shhp u ગુજરાત,14,28,2,7,m,0,0,0
S3-608235014,Temple  Services,"8504 Slringvale Rd, Silver Spring, Maryland",US,temple services,8504 slringvale rd silver spring maryland,us,temple services,8504 slringvale road silver spring maryland,8504,services temple,8504 maryland road silver slringvale spring,15,43,2,6,t,0,0,0
S3-300104137,Simmons Manufacturing-P.L.L.C.,"1162 19st Street, Unit UNIT 1211, Upland, California",US,simmons manufacturing p l l c,1162 19st street unit unit 1211 upland california,us,simmons manufacturing p l l c,1162 19st street unit unit 1211 upland california,1162 19 1211,c l l manufacturing p simmons,1162 1211 19st california street unit unit upland,29,49,6,8,s,0,0,0
S3-269845253,Baughan Kensington,"00680 Seneca Avenue, Ridgewood, New York",US,baughan kensington,00680 seneca avenue ridgewood new york,us,baughan kensington,00680 seneca avenue ridgewood new york,00680,baughan kensington,00680 avenue new ridgewood seneca york,18,38,2,6,b,0,0,0
S3-568071793,Martinez-And Halstead,"448 Burnham Ave, Des Moines, Iowa",US,martinez and halstead,448 burnham ave des moines iowa,us,martinez and halstead,448 burnham avenue des moines iowa,448,and halstead martinez,448 avenue burnham des iowa moines,21,34,3,6,m,0,0,0
S3-701941347,Value Investment  Partners LLC,"Morgntown, 126 Legacy Drive, West Virginia",US,value investment partners llc,morgntown 126 legacy drive west virginia,us,value investment partners,morgntown 126 legacy drive west virginia,126,investment llc partners value,126 drive legacy morgntown virginia west,29,40,4,6,v,0,0,0
S3-519267557,Craft Gobnee Cleaning Service (Inc),"102 Pushmataha Ct, Dauphin Island CITY, Alabama",US,craft gobnee cleaning service inc,102 pushmataha ct dauphin island city alabama,us,craft gobnee cleaning service,102 pushmataha ct dauphin island city alabama,102,cleaning craft gobnee inc service,102 alabama city ct dauphin island pushmataha,33,45,5,7,c,0,0,0
S3-897029674,Advanced Continental Inc Center,"1947. Baseline Rd, # 27, Phoenix, Arizona",US,advanced continental inc center,1947 baseline rd 27 phoenix arizona,us,advanced continental center,1947 baseline road 27 phoenix arizona,1947 27,advanced center continental inc,1947 27 arizona baseline phoenix road,31,37,4,6,a,0,0,0
S3-643232232,Engineering Swamy Services Clinic,"29, Mukhram Kanoria Road, Howrah, Kadamtala , Panchanantala, পশ্চিমবঙ্গ",India,engineering swamy services clinic,29 mukhram kanoria road howrah kadamtala panchanantala পশ্চিমবঙ্গ,india,engineering swamy services clinic,29 mukhram kanoria road howrah kadamtala panchanantala পশ্চিমবঙ্গ,29,clinic engineering services swamy,29 howrah kadamtala kanoria mukhram panchanantala road পশ্চিমবঙ্গ,33,65,4,8,e,0,0,0
S3-649789789,SINGH & CHAPMAN SOUTHSIDE,"575 Sunset Drive, Oxbow, North Dakota",US,singh and chapman southside,575 sunset drive oxbow north dakota,us,singh and chapman southside,575 sunset drive oxbow north dakota,575,and chapman singh southside,575 dakota drive north oxbow sunset,27,35,4,6,s,0,0,0
S3-455728072,hermiston first columbus inc,"1936 Eighth Street, Hermiston, Oregon",US,hermiston first columbus inc,1936 eighth street hermiston oregon,us,hermiston first columbus,1936 eighth street hermiston oregon,1936,columbus first hermiston inc,1936 eighth hermiston oregon street,28,35,4,5,h,0,0,0
S3-895371174,shiva industries private limited,"Sp-g-43, Maurya Enclave Pitampura, New Delhi, DL",India,shiva industries private limited,sp g 43 maurya enclave pitampura new delhi dl,india,shiva industries,sp g 43 maurya enclave pitampura new delhi dl,43,industries limited private shiva,43 delhi dl enclave g maurya new pitampura sp,32,45,4,9,s,0,0,0
S3-71700924,Golden Ventures  Private,"Shristi Mahal, Coimbatore, TN",India,golden ventures private,shristi mahal coimbatore tn,india,golden ventures private,shristi mahal coimbatore tn,,golden private ventures,coimbatore mahal shristi tn,23,27,3,4,g,0,0,0
S3-726226676,Byrne & Finkelstein,"007874 Rd 424, Antwerp, Ohio",US,byrne and finkelstein,007874 rd 424 antwerp ohio,us,byrne and finkelstein,007874 road 424 antwerp ohio,007874 424,and byrne finkelstein,007874 424 antwerp ohio road,21,28,3,5,b,0,0,0
S3-738787637,>> SHREE ALPHA ENGINEERING LIMITED,"WB, Vidya Sagar Pally Po-jhaljhalia, Kothabari, Malda, C/o Ajit Kr Saha",India,shree alpha engineering limited,wb vidya sagar pally po jhaljhalia kothabari malda c o ajit kr saha,india,shree alpha engineering,wb vidya sagar pally po jhaljhalia kothabari malda c o ajit kr saha,,alpha engineering limited shree,ajit c jhaljhalia kothabari kr malda o pally po sagar saha vidya wb,31,67,4,13,s,0,0,0
S3-966573249,Xylobrix aka Midwest Disciplined Inc,"709 Hemlock Street, Lafollette, TN",US,xylobrix aka midwest disciplined inc,709 hemlock street lafollette tn,us,xylobrix aka midwest disciplined,709 hemlock street lafollette tn,709,aka disciplined inc midwest xylobrix,709 hemlock lafollette street tn,36,32,5,5,x,0,0,0
S3-203974335,Parker Lease L.L.C.,"Carson Drive, Burtonsville, Maryland",US,parker lease l l c,carson drive burtonsville maryland,us,parker lease l l c,carson drive burtonsville maryland,,c l l lease parker,burtonsville carson drive maryland,18,34,5,4,p,0,0,0
S3-466676479,Sri Urban  Producer Limited,"Village - Ugardaha, Hooghly, WB",India,sri urban producer limited,village ugardaha hooghly wb,india,sri urban producer,village ugardaha hooghly wb,,limited producer sri urban,hooghly ugardaha village wb,26,27,4,4,s,0,0,0
S3-194220781,Bangerter (Partners),"North Carolina, WAKE Fores CDP, 3506 Sparrowwood Drive",US,bangerter partners,north carolina wake fores cdp 3506 sparrowwood drive,us,bangerter partners,north carolina wake fores cdp 3506 sparrowwood drive,3506,bangerter partners,3506 carolina cdp drive fores north sparrowwood wake,18,52,2,8,b,0,0,0
S3-673763261,পায়োনিয়ার প্রজেক্টস প্রাইভেট লিমিটেড,"Room No. 12- 7Th Floor, Kolkata, Howrah, WB",India,পায়োনিয়ার প্রজেক্টস প্রাইভেট লিমিটেড,room no 12 7th floor kolkata howrah wb,india,পায়োনিয়ার প্রজেক্টস প্রাইভেট লিমিটেড,room no 12 7th floor kolkata howrah wb,12 7,পায়োনিয়ার প্রজেক্টস প্রাইভেট লিমিটেড,12 7th floor howrah kolkata no room wb,38,38,4,8,প,0,0,0
S3-397415525,"donaldson,, marcella p.a.","85 Bargus Way, Hot Springs Village, Arkansas",US,donaldson marcella p a,85 bargus way hot springs village arkansas,us,donaldson marcella p a,85 bargus way hot springs village arkansas,85,a donaldson marcella p,85 arkansas bargus hot springs village way,22,42,4,7,d,0,0,0
S3-603856326,Lilli Musser Rocky Idea Inc,"621 Varys Court, Spring HLIL CITY, Tennessee",US,lilli musser rocky idea inc,621 varys court spring hlil city tennessee,us,lilli musser rocky idea,621 varys court spring hlil city tennessee,621,idea inc lilli musser rocky,621 city court hlil spring tennessee varys,27,42,5,7,l,0,0,0
S3-936092954,"Roberts, Taylor and Stanard [Corporation]","Mausotn, #536 Maple Dr, Wisconsin",US,roberts taylor and stanard corporation,mausotn 536 maple dr wisconsin,us,roberts taylor and stanard,mausotn 536 maple drive wisconsin,536,and corporation roberts stanard taylor,536 drive maple mausotn wisconsin,38,33,5,5,r,0,0,0
S3-819821997,aceservices.com,"Door No 3/1705 / E Thillai Nagar, Pallapatti Panchayat, Sivakasi, Virudhunagar, TN",India,aceservices com,door no 3 1705 e thillai nagar pallapatti panchayat sivakasi virudhunagar tn,india,aceservices com,door no 3 1705 e thillai nagar pallapatti panchayat sivakasi virudhunagar tn,3 1705,aceservices com,1705 3 door e nagar no pallapatti panchayat sivakasi thillai tn virudhunagar,15,76,2,12,a,0,0,0
S3-149374235,Cloud Academy Private Ltd,"29A, WB, Nandan Road, 1St Flor, Howrah, Kolkata",India,cloud academy private ltd,29a wb nandan road 1st flor howrah kolkata,india,cloud academy,29a wb nandan road 1st flor howrah kolkata,29 1,academy cloud ltd private,1st 29a flor howrah kolkata nandan road wb,25,42,4,8,c,0,0,0
S3-478524206,-- SHREE & BROTHERS PRIVATE LIMITED,"No 31/234, Kozhikode, KL",India,shree and brothers private limited,no 31 234 kozhikode kl,india,shree and brothers,no 31 234 kozhikode kl,31 234,and brothers limited private shree,234 31 kl kozhikode no,34,22,5,5,s,0,0,0
S3-875144841,Brixnexbrix,"Arizona, PMB 6319, Casa Grande, 7982 Lantana Ln",US,brixnexbrix,arizona pmb 6319 casa grande 7982 lantana ln,us,brixnexbrix,arizona pmb 6319 casa grande 7982 lantana lane,6319 7982,brixnexbrix,6319 7982 arizona casa grande lane lantana pmb,11,46,1,8,b,0,0,0
S3-245758973,Mcinerney Group Services,"2810 10, Watertown, Minnesota",US,mcinerney group services,2810 10 watertown minnesota,us,mcinerney group services,2810 10 watertown minnesota,2810 10,group mcinerney services,10 2810 minnesota watertown,24,27,3,4,m,0,0,0
S3-184587904,CORNERSTONE INFRASTRUCTURE CONCEPTS,"19050. Fuller Heights Road, # UNIT 426, Triagnle CDP, Virginia",US,cornerstone infrastructure concepts,19050 fuller heights road unit 426 triagnle cdp virginia,us,cornerstone infrastructure concepts,19050 fuller heights road unit 426 triagnle cdp virginia,19050 426,concepts cornerstone infrastructure,19050 426 cdp fuller heights road triagnle unit virginia,35,56,3,9,c,0,0,0
S3-98400904,Hernandes Motors,"Preserve Crossing Blvd, Bldg 56, Columbus, Ohio",US,hernandes motors,preserve crossing blvd bldg 56 columbus ohio,us,hernandes motors,preserve crossing boulevard bldg 56 columbus ohio,56,hernandes motors,56 bldg boulevard columbus crossing ohio preserve,16,49,2,7,h,0,0,0
S3-73855903,M/s Grm Services,"B-55- Pachimi Mang, दिल्ली, South West Delhi, New Delhi",India,m s grm services,b 55 pachimi mang दिल्ली south west delhi new delhi,india,m s grm services,b 55 pachimi mang दिल्ली south west delhi new delhi,55,grm m s services,55 b delhi delhi mang new pachimi south west दिल्ली,16,51,4,10,m,0,0,0
S3-475913807,स्काई बिल्डर्स कंस्ट्रक्शंस लिमिटेड,"Block E-476 Flat No-818, Tower-o, Piyush Height, Sector-89, Faridabad, HR",India,स्काई बिल्डर्स कंस्ट्रक्शंस लिमिटेड,block e 476 flat no 818 tower o piyush height sector 89 faridabad hr,india,स्काई बिल्डर्स कंस्ट्रक्शंस लिमिटेड,block e 476 flat no 818 tower o piyush height sector 89 faridabad hr,476 818 89,कंस्ट्रक्शंस बिल्डर्स लिमिटेड स्काई,476 818 89 block e faridabad flat height hr no o piyush sector tower,35,68,4,14,स,0,0,0
S3-290887935,"Custom Design West, Inc Services","423 Elverton Ave, Staten Islnd Township, New York",US,custom design west inc services,423 elverton ave staten islnd township new york,us,custom design west services,423 elverton avenue staten islnd township new york,423,custom design inc services west,423 avenue elverton islnd new staten township york,31,50,5,8,c,0,0,0
S3-297498597,Technologies,"M.C.F-3987, Near Nav Chetna Hospital, Sector-23 Faridabad Hr In, Faridabad, Haryana",India,technologies,m c f 3987 near nav chetna hospital sector 23 faridabad hr in faridabad haryana,india,technologies,m c f 3987 near nav chetna hospital sector 23 faridabad hr in faridabad haryana,3987 23,technologies,23 3987 c chetna f faridabad faridabad haryana hospital hr in m nav near sector,12,79,1,15,t,0,0,0
S3-605352916,Sky Care General Private  Limited,"19-B, Gurgaon, Jhajjar, HR",India,sky care general private limited,19 b gurgaon jhajjar hr,india,sky care general,19 b gurgaon jhajjar hr,19,care general limited private sky,19 b gurgaon hr jhajjar,32,23,5,5,s,0,0,0
S3-18936246,Red Bistro LLC Services,"125-B Serenbe Cv, Collierville, Tennessee",US,red bistro llc services,125 b serenbe cv collierville tennessee,us,red bistro services,125 b serenbe cv collierville tennessee,125,bistro llc red services,125 b collierville cv serenbe tennessee,23,39,4,6,r,0,0,0
S3-524280908,Express Pconaftey-Corporation,"4486 86th St, Urbandale, Iowa",US,express pconaftey corporation,4486 86th st urbandale iowa,us,express pconaftey,4486 86th street urbandale iowa,4486 86,corporation express pconaftey,4486 86th iowa street urbandale,29,31,3,5,e,0,0,0
S3-204230706,Hernandez LLC Tower Allied Allied,"4031-4033 Esters Rd, Unit 2092, Irving, Texas",US,hernandez llc tower allied allied,4031 4033 esters rd unit 2092 irving texas,us,hernandez tower allied allied,4031 4033 esters road unit 2092 irving texas,4031 4033 2092,allied allied hernandez llc tower,2092 4031 4033 esters irving road texas unit,33,44,5,8,h,0,0,0
S3-480103214,Green Academy L.L.P.,"#7/8 Botawala Bldghorniman Circle, Mumbai, MH",India,green academy l l p,7 8 botawala bldghorniman circle mumbai mh,india,green academy l l p,7 8 botawala bldghorniman circle mumbai mh,7 8,academy green l l p,7 8 bldghorniman botawala circle mh mumbai,19,42,5,7,g,0,0,0
S3-857255905,LLC Liberty Cerhilied Catering,"Lakeland Avenue, Clarkstown, New York",US,llc liberty cerhilied catering,lakeland avenue clarkstown new york,us,liberty cerhilied catering,lakeland avenue clarkstown new york,,catering cerhilied liberty llc,avenue clarkstown lakeland new york,30,35,4,5,l,0,0,0
S3-141506690,Dermatology Specialists Industries,,US,dermatology specialists industries,,us,dermatology specialists industries,,,dermatology industries specialists,,34,0,3,0,d,0,1,0
S3-106196636,DCH  Renewables,"44-A Cedar Dr, Denison, Texas",US,dch renewables,44 a cedar dr denison texas,us,dch renewables,44 a cedar drive denison texas,44,dch renewables,44 a cedar denison drive texas,14,30,2,6,d,0,0,0
S3-605257364,Midwest  Elite LLC,"Arizona, Arrowhead, 6144 Fallen Leaf Ln",US,midwest elite llc,arizona arrowhead 6144 fallen leaf ln,us,midwest elite,arizona arrowhead 6144 fallen leaf lane,6144,elite llc midwest,6144 arizona arrowhead fallen lane leaf,17,39,3,6,m,0,0,0
S3-61889425,One Solution Private,"B1-90/a/14/ New Budge Budge Trunk Road, Howrah, পশ্চিমবঙ্গ",India,one solution private,b1 90 a 14 new budge budge trunk road howrah পশ্চিমবঙ্গ,india,one solution private,b1 90 a 14 new budge budge trunk road howrah পশ্চিমবঙ্গ,1 90 14,one private solution,14 90 a b1 budge budge howrah new road trunk পশ্চিমবঙ্গ,20,55,3,11,o,0,0,0
S3-941511369,Glynis Emberton Prime (Roofing-Inc),"2860 Saint Elmo Ave, Memphis, Tennessee",US,glynis emberton prime roofing inc,2860 saint elmo ave memphis tennessee,us,glynis emberton prime roofing,2860 saint elmo avenue memphis tennessee,2860,emberton glynis inc prime roofing,2860 avenue elmo memphis saint tennessee,33,40,5,6,g,0,0,0
S3-514041989,"American Patriot Cohen, LLC",,US,american patriot cohen llc,,us,american patriot cohen,,,american cohen llc patriot,,26,0,4,0,a,0,1,0
S3-256385375,Prater Ly Wisconsin Inc.,"131 Shawnee Branch Rd, Huntington, West Virginia",US,prater ly wisconsin inc,131 shawnee branch rd huntington west virginia,us,prater ly wisconsin,131 shawnee branch road huntington west virginia,131,inc ly prater wisconsin,131 branch huntington road shawnee virginia west,23,48,4,7,p,0,0,0
S3-423473272,Zetaxylo F/K/A Doyle & Malik Information LLC,"47 Lawndale Avenue, Unit APT A, Indianapolis, IN",US,zetaxylo f k a doyle and malik information llc,47 lawndale avenue unit apt a indianapolis in,us,zetaxylo f k a doyle and malik information,47 lawndale avenue unit apartment a indianapolis in,47,a and doyle f information k llc malik zetaxylo,47 a apartment avenue in indianapolis lawndale unit,46,51,9,8,z,0,0,0
S3-441424516,Drexflux,"1639 Summit Ridge, Lebanon, Tennessee",US,drexflux,1639 summit ridge lebanon tennessee,us,drexflux,1639 summit ridge lebanon tennessee,1639,drexflux,1639 lebanon ridge summit tennessee,8,35,1,5,d,0,0,0
S3-339720515,न्यू प्रोड्यूसर प्राइवेट लिमिटेड,"302 Third Floor Dayanand, 1408 Katarias Apartment, Urban, Gurgaon, HR",India,न्यू प्रोड्यूसर प्राइवेट लिमिटेड,302 third floor dayanand 1408 katarias apartment urban gurgaon hr,india,न्यू प्रोड्यूसर प्राइवेट लिमिटेड,302 third floor dayanand 1408 katarias apartment urban gurgaon hr,302 1408,न्यू प्राइवेट प्रोड्यूसर लिमिटेड,1408 302 apartment dayanand floor gurgaon hr katarias third urban,32,65,4,10,न,0,0,0
S3-246375387,Sri Ultima Builders Holdings Limited Service,"A-62 Okhla Industrial Area, New Delhi, South Delhi, DL",India,sri ultima builders holdings limited service,a 62 okhla industrial area new delhi south delhi dl,india,sri ultima builders holdings service,a 62 okhla industrial area new delhi south delhi dl,62,builders holdings limited service sri ultima,62 a area delhi delhi dl industrial new okhla south,44,51,6,10,s,0,0,0
S3-260341711,IZL Independence,"1503-A St James Place, Arlington Heights, Illinois",US,izl independence,1503 a st james place arlington heights illinois,us,izl independence,1503 a street james place arlington heights illinois,1503,independence izl,1503 a arlington heights illinois james place street,16,52,2,8,i,0,0,0
S3-609689734,National Creative,"829 Lehigh Avenue, Vesal, New York",US,national creative,829 lehigh avenue vesal new york,us,national creative,829 lehigh avenue vesal new york,829,creative national,829 avenue lehigh new vesal york,17,32,2,6,n,0,0,0
S3-743458177,hendersongoldenskin.com,"088 Angelo Aly, Spelter, West Virginia",US,hendersongoldenskin com,088 angelo aly spelter west virginia,us,hendersongoldenskin com,088 angelo aly spelter west virginia,088,com hendersongoldenskin,088 aly angelo spelter virginia west,23,36,2,6,h,0,0,0
S3-46152992,"Batech, Llc","Seattle, Washington, 32nd Ave",US,batech llc,seattle washington 32nd ave,us,batech,seattle washington 32nd avenue,32,batech llc,32nd avenue seattle washington,10,30,2,4,b,0,0,0
S3-441640276,Housing Fellowship Corp,"7152 Fuller Station Road, Schenectady, New York",US,housing fellowship corp,7152 fuller station road schenectady new york,us,housing fellowship,7152 fuller station road schenectady new york,7152,corp fellowship housing,7152 fuller new road schenectady station york,23,45,3,7,h,0,0,0
S3-442680990,Strategic Property Advisors Co,"1910 Kalorama Rd, Unit 105, Washinton, District of Columbia",US,strategic property advisors co,1910 kalorama rd unit 105 washinton district of columbia,us,strategic property advisors,1910 kalorama road unit 105 washinton district of columbia,1910 105,advisors co property strategic,105 1910 columbia district kalorama of road unit washinton,30,58,4,9,s,0,0,0
S3-993627870,#76062 Quality Antimony-Inc,"405 Lakeshore Drive, Paducah, Kentucky",US,76062 quality antimony inc,405 lakeshore drive paducah kentucky,us,76062 quality antimony,405 lakeshore drive paducah kentucky,405,76062 antimony inc quality,405 drive kentucky lakeshore paducah,26,36,4,5,7,0,0,0
S3-405814914,biex l.l.c.,,US,biex l l c,,us,biex l l c,,,biex c l l,,10,0,4,0,b,0,1,0
S3-911605487,Lyratavo,"Sco-15-16, Gk Estate, Mundian Kalan, Ludhiana, Ludhiana, Punjab",India,lyratavo,sco 15 16 gk estate mundian kalan ludhiana ludhiana punjab,india,lyratavo,sco 15 16 gk estate mundian kalan ludhiana ludhiana punjab,15 16,lyratavo,15 16 estate gk kalan ludhiana ludhiana mundian punjab sco,8,58,1,10,l,0,0,0
S3-764750922,Dr Ambrosia Mp,"Bldg No C Shop No 05, Sn73000/9/4, Ashoka Agam, Pune City, <NULL>, MH",India,dr ambrosia mp,bldg no c shop no 05 sn73000 9 4 ashoka agam pune city null mh,india,dr ambrosia mp,bldg no c shop no 05 sn73000 9 4 ashoka agam pune city null mh,05 73000 9 4,ambrosia dr mp,05 4 9 agam ashoka bldg c city mh no no null pune shop sn73000,14,62,3,15,d,0,0,0
S3-454183630,Federal Pinnacle,,US,federal pinnacle,,us,federal pinnacle,,,federal pinnacle,,16,0,2,0,f,0,1,0
S3-620122596,Aurangabad Centre Enterprises Private  Limited,"Hn 55 P.no. A-8/8 Sararaj Nagar, Shiajinagar Garkheda, Aurangabad, महाराष्ट्र",India,aurangabad centre enterprises private limited,hn 55 p no a 8 8 sararaj nagar shiajinagar garkheda aurangabad महाराष्ट्र,india,aurangabad centre enterprises,hn 55 p no a 8 8 sararaj nagar shiajinagar garkheda aurangabad महाराष्ट्र,55 8 8,aurangabad centre enterprises limited private,55 8 8 a aurangabad garkheda hn nagar no p sararaj shiajinagar महाराष्ट्र,45,73,5,13,a,0,0,0
S3-143787089,green pampa llc,"Maryland, Baltimore, #5727 White Ave",US,green pampa llc,maryland baltimore 5727 white ave,us,green pampa,maryland baltimore 5727 white avenue,5727,green llc pampa,5727 avenue baltimore maryland white,15,36,3,5,g,0,0,0
S3-990324505,Gael Goodman  Lightwave LLC,"Pine Street, Lima, Ohio",US,gael goodman lightwave llc,pine street lima ohio,us,gael goodman lightwave,pine street lima ohio,,gael goodman lightwave llc,lima ohio pine street,26,21,4,4,g,0,0,0
S3-439688939,Internal Group Services Enterprises,,US,internal group services enterprises,,us,internal group services enterprises,,,enterprises group internal services,,35,0,4,0,i,0,1,0
S3-689389542,credit investment brands south corp,"25209 St Helens Road, # 19, Scappoose, Oregon",US,credit investment brands south corp,25209 st helens road 19 scappoose oregon,us,credit investment brands south,25209 street helens road 19 scappoose oregon,25209 19,brands corp credit investment south,19 25209 helens oregon road scappoose street,35,44,5,7,c,0,0,0
S3-403736983,Premier Rlnty Systems Highland,"Pennsylvania, Huntingdon Valley, 2262 Valley Road",US,premier rlnty systems highland,pennsylvania huntingdon valley 2262 valley road,us,premier rlnty systems highland,pennsylvania huntingdon valley 2262 valley road,2262,highland premier rlnty systems,2262 huntingdon pennsylvania road valley valley,30,47,4,6,p,0,0,0
S3-249877508,FWO Jewellers Pvt. Ltd,"Sy No. 2320 Paiky, Surat, ગુજરાત",India,fwo jewellers pvt ltd,sy no 2320 paiky surat ગુજરાત,india,fwo jewellers,sy no 2320 paiky surat ગુજરાત,2320,fwo jewellers ltd pvt,2320 no paiky surat sy ગુજરાત,21,29,4,6,f,0,0,0
S3-480727276,Pacific Federation,"02620 1700, Ogden, Utah",US,pacific federation,02620 1700 ogden utah,us,pacific federation,02620 1700 ogden utah,02620 1700,federation pacific,02620 1700 ogden utah,18,21,2,4,p,0,0,0
S3-328425476,Pearl Trtnig Pvt Ltd,"D-29, South Delhi, New Delhi, DL",India,pearl trtnig pvt ltd,d 29 south delhi new delhi dl,india,pearl trtnig,d 29 south delhi new delhi dl,29,ltd pearl pvt trtnig,29 d delhi delhi dl new south,20,29,4,7,p,0,0,0
S3-97078766,Lewin-Blockchain,"7744d Krefeld Glen Drive, # 1610, Charlotte, North Carolina",US,lewin blockchain,7744d krefeld glen drive 1610 charlotte north carolina,us,lewin blockchain,7744d krefeld glen drive 1610 charlotte north carolina,7744 1610,blockchain lewin,1610 7744d carolina charlotte drive glen krefeld north,16,54,2,8,l,0,0,0
S3-19799772,AC,"Fh-906 D.D.Nagar Rajawat, Bhawan Ckt-1 Pole-2, Morar, Gwalior, Madhya Pradesh",India,ac,fh 906 d d nagar rajawat bhawan ckt 1 pole 2 morar gwalior madhya pradesh,india,ac,fh 906 d d nagar rajawat bhawan ckt 1 pole 2 morar gwalior madhya pradesh,906 1 2,ac,1 2 906 bhawan ckt d d fh gwalior madhya morar nagar pole pradesh rajawat,2,73,1,15,a,0,0,0
S3-515386878,-- Childers Charter School Llc,"00412 Cayuga Creek Rd, Cheektowaga, New York",US,childers charter school llc,00412 cayuga creek rd cheektowaga new york,us,childers charter school,00412 cayuga creek road cheektowaga new york,00412,charter childers llc school,00412 cayuga cheektowaga creek new road york,27,44,4,7,c,0,0,0
